Category,Brand,Model,Product Name,SKU Variation,Product Link,Description,Specification
Hardware / Metal Stock / Sheet Metal,M-D Building Products,56062,24 in. x 36 in. Lincane Aluminum Sheet in Black,Black~~24in x 36 in~~0.019 in,https://www.homedepot.com/p/M-D-Building-Products-24-in-x-36-in-Lincane-Aluminum-Sheet-in-Black-56062/205058562,"About This Product
MD Building Products provides a full assortment of aluminum shapes and sheets for any project you may encounter. Easy to cut, form and fabricate. Aluminum material will not rust or corrode. Perforated, decorative design is great for door and window security, plumbing, heating and ventilation projects, radiator heater enclosures, craft and hobby projects, room dividers, cabinet ventilation and more.
Highlights:
- Aluminum construction resists rust and corrosion
- Ideal for plumbing, heating, and ventilation projects
- Cut to get the required length
0.020 in. thick Black finish, perforated aluminum sheet Can be cut with tin snips Use sheet metal screws or rivets to attach to other materials Use indoors or outdoors resists corrosion Smooth sharp edges with a file or an emery cloth to reduce the risk of injury
Product Information
Internet # 205058562 Model # 56062 Store SKU # 1000744800 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Black
  - Hardware Color Family: Black
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: Yes
  - Product Weight (lb.): 1.24 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: NONE

Dimensions:
  - Product Depth (in.): 0.019 in
  - Product Height (in.): 36 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.019 in
  - Product Width (in.): 24 in
  - Width (in) x Length (in): 24in x 36 in
"
Hardware / Metal Stock / Sheet Metal,M-D Building Products,57067,24 in. x 36 in. Lincane Aluminum Sheet in Silver,Silver Metallic~~24in x 36 in~~0.019 in,https://www.homedepot.com/p/M-D-Building-Products-24-in-x-36-in-Lincane-Aluminum-Sheet-in-Silver-57067/205058560,"About This Product
MD Building Products provides a full assortment of aluminum shapes and sheets for any project you may encounter. Easy to cut, form and fabricate. Aluminum material will not rust or corrode. Perforated, decorative design is great for door and window security, plumbing, heating and ventilation projects, radiator heater enclosures, craft and hobby projects, room dividers, cabinet ventilation and more.
Highlights:
- Lincane pattern adds an aesthetic appeal
- Perforated design enhances door and window security
- Durable aluminum resists rust and corrosion
0.020 in. thick Mill finish, perforated aluminum sheet Can be cut with tin snips Use sheet metal screws or rivets to attach to other materials Use indoors or outdoors resists corrosion Smooth sharp edges with a file or an emery cloth to reduce the risk of injury
Product Information
Internet # 205058560 Model # 57067 Store SKU # 1000795673 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: Yes
  - Product Weight (lb.): 1.24 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: NONE

Dimensions:
  - Product Depth (in.): 36 in
  - Product Height (in.): 0.019 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.019 in
  - Product Width (in.): 24 in
  - Width (in) x Length (in): 24in x 36 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,801997,5/8 in. x 12 in. Threaded Rod Hot Dipped Galvanized,12 in~~0.625,https://www.homedepot.com/p/5-8-in-x-12-in-Threaded-Rod-Hot-Dipped-Galvanized-801997/204373311,"About This Product
Threaded rods are metal rods with continuous threading and no head or fashioned tip. Commonly used as anchor bolts, clamps, hangers and U-bolts. They are available in a variety of diameters, lengths and finishes. Also sometimes called studs or threaded.
Highlights:
- Commonly used for anchor bolts, clamps, hangers or u-bolts
- Features long-lasting durable steel construction
- Can be easily cut to fit individual needs
1-piece Steel construction Galvanized finish 5/8 in.-11 x 12 in.
Product Information
Internet # 204373311 Model # 801997 Store SKU # 530144 Store SO SKU # None","Details:
  - Connector Coating: Hot Dip Galvanized
  - Corrosion Resistant: Yes
  - Fastener Callout Size: 5/8 in. x 12 in.
  - Fastener Type: Metal Stock
  - Finish Family: Gray
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Threaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 0.84 lb
  - Returnable: 90-Day
  - Thread Type: Threaded
  - Tube Shape: Round

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 0.625 in
  - Product Diameter (in.): 0.625 in
  - Product Height (in.): 12 in
  - Product Length (in.): 12 in
  - Product Width (in.): 0.625
"
Hardware / Metal Stock / Metal Rods,Everbilt,801577,3/16 in. x 48 in. Plain Steel Round Rod,48 in~~0.1875 in,https://www.homedepot.com/p/3-16-in-x-48-in-Plain-Steel-Round-Rod-801577/204273971,"About This Product
These round rods are threadless circular rods in fixed lengths to suit a variety of applications. They are commonly used as plant stakes, tent pegs, dowel pins or axles. Available in a durable, 1-piece steel construction for longevity, this round rod can be cut to specific length requirements with any metal saw.
Highlights:
- Can be used for plant stakes, tent pegs, dowel pins or axles
- Can be easily cut to desired length
- 1-piece, steel construction for durability
1-piece design Steel construction Plain finish 3/16 in. x 48 in.
Product Information
Internet # 204273971 Model # 801577 Store SKU # 476573 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Unfinished
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 0.37 lb
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 0.1875 in
  - Product Height (in.): 48 in
  - Product Length (in.): 48 in
  - Product Thickness (in.): 0.18 in
  - Product Width (in.): 0.1875 in
"
Hardware / Metal Stock / Sheet Metal,M-D Building Products,57265,36 in. x 36 in. Lincane Aluminum Sheet in Brass,Gold Metallic~~36in x 36 in~~.02 in,https://www.homedepot.com/p/M-D-Building-Products-36-in-x-36-in-Lincane-Aluminum-Sheet-in-Brass-57265/100351164,"About This Product
MD Building Projects 36 in. x 36 in. x 1/32 in. Albras Aluminum Lincane-Style Perforated Sheet Metal features a durable Albras powder-coat finish that protects it from rust and corrosion. Cut the aluminum easily with tin snips. Used to secure doors and windows or repair HVAC equipment.
Highlights:
- Made of durable aluminum that resists rust and corrosion
- Ideal for projects including room dividers and cabinets
- Can be cut easily using tin snips
Use to secure doors and windows, repair HVAC equipment or complete hobby projects Cuts easily with tin snips Indoors and outdoors Aluminum construction 1/32 in. Thick Albras powder-coat finish resists rust and corrosion Perforated in a lincane pattern Use sheet-metal screws or rivets to attach to other materials Smooth sharp edges with a file or an emery cloth to reduce the risk of injury
Product Information
Internet # 100351164 Model # 57265 Store SKU # 1001206869 Store SO SKU # None","Details:
  - Connector Coating: None
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Gold Metallic
  - Hardware Color Family: Gold
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: Yes
  - Product Weight (lb.): 1.539 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: No

Dimensions:
  - Product Depth (in.): 0.02 in
  - Product Height (in.): 36 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): .02 in
  - Product Width (in.): 36 in
  - Width (in) x Length (in): 36in x 36 in
"
Hardware / Metal Stock / Sheet Metal,M-D Building Products,56014,12 in. x 24 in. Lincane Aluminum Sheet in Black,Black~~12in x 24 in~~.02 in,https://www.homedepot.com/p/M-D-Building-Products-12-in-x-24-in-Lincane-Aluminum-Sheet-in-Black-56014/100249610,"About This Product
The MD Building Products 12 in. x 24 in. x 1/32 in. aluminum lincane-style perforated sheet metal features a durable, black powder-coat finish that protects it from rust and corrosion. Use it for door-and-window security, HVAC installations and other applications. This is a very attractive product.
Highlights:
- Black powder-coat finish protects sheet from rust and corrosion
- Great for adding security to doors and windows and more
- Can be used indoors or outdoors depending on your project needs
Use for door-and-window security, have installations and other applications Indoors or outdoors Cuts easily with tin snips Aluminum construction 1/32 in. thick Black powder-coat finish for resistance to rust and corrosion Perforated in a linkage-style pattern Use sheet metal screws or rivets to attach to other materials Smooth sharp edges with a file or emery cloth to reduce risk of injury
Product Information
Internet # 100249610 Model # 56014 Store SKU # 1001195158 Store SO SKU # None","Details:
  - Connector Coating: Powder Coated
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Black
  - Hardware Color Family: Black
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: Yes
  - Product Weight (lb.): 0.341 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: No

Dimensions:
  - Product Depth (in.): 0.02 in
  - Product Height (in.): 12 in
  - Product Length (in.): 24 in
  - Product Thickness (in.): .02 in
  - Product Width (in.): 12 in
  - Width (in) x Length (in): 12in x 24 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,801587,1/4 in. x 48 in. Plain Steel Round Rod,48 in~~0.25 in,https://www.homedepot.com/p/Everbilt-1-4-in-x-48-in-Plain-Steel-Round-Rod-801587/204273972,"About This Product
This 1/4 in. x 48 in. Plain Steel Round Rod is designed for use as plant stakes, tent pegs, dowel pins or axles. Each rod can be cut to fit your individual needs.
Highlights:
- Steel construction is extremely durable
- Can be easily cut to fit individual needs
- Perfect for use as stakes, tent pegs, dowel pins or axles
1-piece per pack Steel construction Plain finish 1/4 in. x 48 in. Comes in various sizes, materials Can be cut with metal saw
Product Information
Internet # 204273972 Model # 801587 Store SKU # 476614 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Unfinished
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 0.66 lb
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 0.25 in
  - Product Height (in.): 48 in
  - Product Length (in.): 48 in
  - Product Thickness (in.): 0.25 in
  - Product Width (in.): 0.25 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,802057,3/16 in. x 36 in. Plain Steel Round Rod,36 in~~0.1875 in,https://www.homedepot.com/p/Everbilt-3-16-in-x-36-in-Plain-Steel-Round-Rod-802057/204273974,"About This Product
These round rods are threadless circular rods in fixed lengths to suit a variety of applications. They are commonly used as plant stakes, tent pegs, dowel pins or axles. Available in a durable, 1-piece steel construction for longevity, this round rod can be cut to specific length requirements with any metal saw.
Highlights:
- Can be used for plant stakes, tent pegs, dowel pins or axles
- Can be easily cut to desired length
- 1-piece, steel construction for durability
1-piece design Steel construction Plain finish 3/16 in. x 36 in.
Product Information
Internet # 204273974 Model # 802057 Store SKU # 550813 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Unfinished
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 0.27 lb
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: none

Dimensions:
  - Product Depth (in.): 0.1875 in
  - Product Height (in.): 36 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.25 in
  - Product Width (in.): 0.1875 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,802467,5/8 in. x 36 in. Plain Steel Cold Rolled Metal Stock Rod,36 in~~0.625 in,https://www.homedepot.com/p/5-8-in-x-36-in-Plain-Steel-Cold-Rolled-Metal-Stock-Rod-802467/204273944,"About This Product
These round rods are threadless circular rods in fixed lengths. Commonly used as plant stakes, tent pegs, dowel pins or axles. Available in various sizes and materials. Round rod can be cut to specific length requirements with any metal saw.
Highlights:
- Perfect for plant stakes, tent pegs, dowel pins, axles and more
- Cut to desired length for your project needs
- Steel construction is built to last
1-piece per pack Steel construction Plain finish 5/8 in. x 36 in.
Product Information
Internet # 204273944 Model # 802467 Store SKU # 725678 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Unfinished
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 3.11 lb
  - Production Type: Cold Rolled
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 0.625 in
  - Product Height (in.): 36 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.625 in
  - Product Width (in.): 0.625 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,800397,1/8 in. x 12 in. Cold Rolled Plain Round Rod,12 in~~0.125 in,https://www.homedepot.com/p/Everbilt-1-8-in-x-12-in-Cold-Rolled-Plain-Round-Rod-800397/204331423,"About This Product
Round rods are threadless circular rods in fixed lengths. Commonly used as plant stakes, tent pegs, dowel pins or axles. Available in various sizes and materials. Round rod can be cut to specific length requirements with any metal saw.
Highlights:
- Perfect for plant stakes, tent pegs, dowel pins, axles and more
- Cut to desired length for your project needs
- Steel construction is built to last
1-piece Steel construction Plain finish 12 in. long
Product Information
Internet # 204331423 Model # 800397 Store SKU # 250805 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 0.04 lb
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 0.125 in
  - Product Height (in.): 12 in
  - Product Length (in.): 12 in
  - Product Thickness (in.): 0.125 in
  - Product Width (in.): 0.125 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,801667,7/16 in. x 48 in. Plain Steel Cold Rolled Round Rod,48 in~~0.4375 in,https://www.homedepot.com/p/7-16-in-x-48-in-Plain-Steel-Cold-Rolled-Round-Rod-801667/204273976,"About This Product
These round rods are thread less circular rods in fixed lengths. Commonly used as plant stakes, tent pegs, dowel pins, or axles. Available in various sizes and materials. Round rod can be cut to specific length requirements with any metal saw.
Highlights:
- Perfect for plant stakes, tent pegs, dowel pins, axles and more
- Cut to desired length for your project needs
- Steel construction is built to last
1-piece per pack Steel construction Plain finish 7/16 in. x 48 in.
Product Information
Internet # 204273976 Model # 801667 Store SKU # 477451 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Unfinished
  - Hardware Color Family: Black
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 2.03 lb
  - Production Type: Cold Rolled
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 0.4375 in
  - Product Height (in.): 48 in
  - Product Length (in.): 48 in
  - Product Thickness (in.): 0.43 in
  - Product Width (in.): 0.4375 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,800437,1/4 in. x 12 in. Plain Round Rod,12 in~~0.25 in,https://www.homedepot.com/p/Everbilt-1-4-in-x-12-in-Plain-Round-Rod-800437/204373309,"About This Product
These round rods are threadless circular rods in fixed lengths. Commonly used as plant stakes, tent pegs, dowel pins, or axles. They are available in various sizes and materials. Round rod can be cut to specific length requirements with any metal saw.
Highlights:
- Perfect for plant stakes, tent pegs, dowel pins, axles and more
- Cut to desired length for your project needs
- Steel construction is built to last
1-piece Steel construction Plain finish 1/4 in. x 12 in.
Product Information
Internet # 204373309 Model # 800437 Store SKU # 253927 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 0.16 lb
  - Production Type: Cold Rolled
  - Returnable: 2-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 12 in
  - Product Height (in.): 12 in
  - Product Length (in.): 12 in
  - Product Thickness (in.): 0.25 in
  - Product Width (in.): 0.25 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,801547,1/8 in. x 36 in. Plain Steel Cold Rolled Round Rod,36 in~~0.125 in,https://www.homedepot.com/p/Everbilt-1-8-in-x-36-in-Plain-Steel-Cold-Rolled-Round-Rod-801547/204273947,"About This Product
This 1/8 in. x 36 in. Plain Steel Cold Rolled Round Rod is perfect for plant stakes, tent pegs, dowel pins or axles. Each rod can be cut to fit your individual needs.
Highlights:
- Constructed of strong and durable steel
- Boasts a plain finish
- Ideal for use as a stake for plants
1-Piece per pack Steel construction Plain finish 1/8 in. x 36 in. Comes in various sizes, materials Can be cut with metal saw Note: Product may vary by store
Product Information
Internet # 204273947 Model # 801547 Store SKU # 476198 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Unfinished
  - Hardware Color Family: Black
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 0.12 lb
  - Production Type: Cold Rolled
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 0.125 in
  - Product Height (in.): 36 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.125 in
  - Product Width (in.): 0.125 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,802427,1/4 in. x 36 in. Plain Steel Round Rod,36 in~~0.25 in,https://www.homedepot.com/p/1-4-in-x-36-in-Plain-Steel-Round-Rod-802427/204273973,"About This Product
These round rods are thread less circular rods in fixed lengths. Commonly used as plant stakes, tent pegs, dowel pins, or axles. Available in various sizes and materials. Round rod can be cut to specific length requirements with any metal saw.
Highlights:
- Steel construction for longevity
- Works as a plant stake, tent peg, dowel pin, or axle
- Cut to get the required length
1-piece per pack Steel construction Plain finish Dimension: 1/4 in. x 36 in.
Product Information
Internet # 204273973 Model # 802427 Store SKU # 725602 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Unfinished
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 0.49 lb
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: none

Dimensions:
  - Product Depth (in.): 0.25 in
  - Product Height (in.): 36 in
  - Product Length (in.): 36 in
  - Product Thickness (in.): 0.25 in
  - Product Width (in.): 0.25 in
"
Hardware / Metal Stock / Sheet Metal,M-D Building Products,57349,36 in. x 48 in. Expandable Aluminum Sheet in Silver,Silver Metallic~~36in x 48 in~~.09 in,https://www.homedepot.com/p/M-D-Building-Products-36-in-x-48-in-Expandable-Aluminum-Sheet-in-Silver-57349/205058567,"About This Product
MD Building Products provides a full assortment of aluminum shapes and sheets for any project you may encounter. Easy to cut, form and fabricate. Aluminum material will not rust or corrode. Perforated, decorative design is great for door and window security, plumbing, heating and ventilation projects, radiator heater enclosures, craft and hobby projects, room dividers, cabinet ventilation and more.
Highlights:
- Constructed of aluminum for lightweight durability
- Features a silver finish with classic appeal
- Easy to cut to size using tin snips
Made of EM-2 expanded aluminum Satin finish, perforated aluminum sheet Can be cut with tin snips Use sheet metal screws or rivets to attach to other materials Use indoors or outdoors Smooth sharp edges with a file or an emery cloth to reduce the risk of injury
Product Information
Internet # 205058567 Model # 57349 Store SKU # 1000696687 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: Yes
  - Product Weight (lb.): 5.19 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: NONE

Dimensions:
  - Product Depth (in.): 0.5 in
  - Product Height (in.): 48 in
  - Product Length (in.): 48 in
  - Product Thickness (in.): .09 in
  - Product Width (in.): 36 in
  - Width (in) x Length (in): 36in x 48 in
"
Hardware / Metal Stock / Metal Rods,Everbilt,800447,5/16 in. x 72 in. Plain Round Rod,72 in~~0.3125 in,https://www.homedepot.com/p/Everbilt-5-16-in-x-72-in-Plain-Round-Rod-800447/204604771,"About This Product
Round rods are thread less circular rods in fixed lengths. Commonly used as plant stakes, tent pegs, dowel pins, or axles. Available in various sizes and materials. Round rod can be cut to specific length requirements with any metal saw.
Highlights:
- Perfect for plant stakes, tent pegs, dowel pins, axles and more
- Cut to desired length for your project needs
- Steel construction is built to last
1 quantity Steel construction Plain finish 72 in. length
Product Information
Internet # 204604771 Model # 800447 Store SKU # 253990 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: No
  - Fastener Type: Metal Stock
  - Finish Family: Silver Metallic
  - Hardware Color Family: Silver
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Steel
  - Measurement System: Inches
  - Metal Stock Type: Flat/ Bars/Tube/Nonthreaded Rod
  - Package Quantity: 1
  - Product Weight (lb.): 1.56 lb
  - Returnable: 90-Day
  - Tube Shape: Round
  - Type: Rod

Warranty / Certifications:
  - Manufacturer Warranty: None

Dimensions:
  - Product Depth (in.): 0.31 in
  - Product Height (in.): 72 in
  - Product Length (in.): 72 in
  - Product Thickness (in.): 0.3125 in
  - Product Width (in.): 0.3125 in
"
Hardware / Metal Stock / Sheet Metal,M-D Building Products,57398,24 in. x 48 in. Expandable Aluminum Sheet in Black,Black~~24in x 48 in~~.09 in,https://www.homedepot.com/p/M-D-Building-Products-24-in-x-48-in-Expandable-Aluminum-Sheet-in-Black-57398/205058570,"About This Product
MD Building Products provides a full assortment of aluminum shapes and sheets for any project you may encounter. Easy to cut, form and fabricate. Aluminum material will not rust or corrode. Perforated, decorative design is great for door and window security, plumbing, heating and ventilation projects, radiator heater enclosures, craft and hobby projects, room dividers, cabinet ventilation and more.
Highlights:
- Cut, form and fabricate to meet your project needs
- Aluminum construction won't rust or corrode for lasting use
- Great for window security, plumbing, craft projects and more
Made of EM-2 expanded aluminum Black finish, perforated aluminum sheet Can be cut with tin snips Use sheet metal screws or rivets to attach to other materials Use indoors or outdoors Smooth sharp edges with a file or an emery cloth to reduce the risk of injury
Product Information
Internet # 205058570 Model # 57398 Store SKU # 1000757135 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Black
  - Hardware Color Family: Black
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: Yes
  - Product Weight (lb.): 3.51 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: NONE

Dimensions:
  - Product Depth (in.): 0.5 in
  - Product Height (in.): 48 in
  - Product Length (in.): 48 in
  - Product Thickness (in.): .09 in
  - Product Width (in.): 24 in
  - Width (in) x Length (in): 24in x 48 in
"
Hardware / Metal Stock / Sheet Metal,M-D Building Products,57372,36 in. x 48 in. Expandable Aluminum Sheet in Brass,Gold Metallic~~36in x 48 in~~.09 in,https://www.homedepot.com/p/M-D-Building-Products-36-in-x-48-in-Expandable-Aluminum-Sheet-in-Brass-57372/205058569,"About This Product
MD Building Products provides a full assortment of aluminum shapes and sheets for any project you may encounter. Easy to cut, form and fabricate. Aluminum material will not rust or corrode. Perforated, decorative design is great for door and window security, plumbing, heating and ventilation projects, radiator heater enclosures, craft and hobby projects, room dividers, cabinet ventilation and more.
Highlights:
- Rust-resistant for increased protection
- Durable aluminum construction for lasting use
- Ideal for room dividers, plumbing, ventilation projects and more
Made of EM-2 expanded aluminum Albras finish, perforated aluminum sheet Can be cut with tin snips Use sheet metal screws or rivets to attach to other materials Use indoors or outdoors Smooth sharp edges with a file or an emery cloth to reduce the risk of injury
Product Information
Internet # 205058569 Model # 57372 Store SKU # 1000695807 Store SO SKU # None","Details:
  - Connector Coating: N/A
  - Corrosion Resistant: Yes
  - Fastener Type: Metal Stock
  - Finish Family: Gold Metallic
  - Hardware Color Family: Gold
  - Indoor/Outdoor: Indoor/Outdoor
  - Material: Aluminum
  - Measurement System: Inches
  - Metal Stock Type: Sheet Metal
  - Package Quantity: 1
  - Perforated: Yes
  - Product Weight (lb.): 5.07 lb
  - Returnable: 90-Day
  - Weldable: No

Warranty / Certifications:
  - Manufacturer Warranty: NONE

Dimensions:
  - Product Depth (in.): 0.5 in
  - Product Height (in.): 48 in
  - Product Length (in.): 48 in
  - Product Thickness (in.): .09 in
  - Product Width (in.): 36 in
  - Width (in) x Length (in): 36in x 48 in
"
